Id,Price
4567,165262.33383765872
5925,128818.50409230712
960,143689.72824632828
3848,140465.29022023987
746,173234.92405269222
868,402980.33067816764
672,130559.39806223862
2471,209332.58755909596
4510,135378.61927808204
8354,213007.15298979712
6393,175902.8593237519
13270,233244.2580294855
5250,281137.19108156033
16751,171875.3949878137
11404,138355.16015369492
10588,341050.43105771
14925,183327.87676115028
6791,229804.184948119
16097,206395.94687199921
16428,367411.51407396625
6945,357614.33847303665
3190,187129.08483433496
15709,452512.60103254626
13155,194929.4308326086
7675,199608.27192552623
14686,230486.67033130667
609,155119.44388034777
11155,196113.9301303484
10869,189687.89211532162
15742,182734.62745804267
9245,184775.67093379886
3340,174055.70573436542
2359,294588.0337225722
8070,196458.3417042354
13707,133076.2260991539
16079,284692.9433140911
15937,303797.1155265064
14090,176748.2878276409
9008,214534.33643892923
16384,165190.00748837905
11657,243670.69721005688
13151,142030.4639528932
8990,178255.03053846103
11857,190487.30465167278
1565,152440.69655306
8174,115882.96741946826
9247,256962.2930149059
10478,208424.95371355425
15509,147988.60888124182
8306,194014.06622034372
6642,186279.31765424105
7472,218131.9582074669
15989,131825.56912410853
13682,116609.9102073812
163,253172.9687265939
7076,178722.72580941833
7478,352441.0922642639
3029,188303.03980098994
1814,145277.29678573876
10057,136320.1030053704
15100,185213.24412217736
12694,222808.64716640965
6291,181993.70328783462
12603,208381.6011690615
3218,252363.71293508902
13456,128332.65719518771
10170,235481.33278628756
4530,157916.5760295151
13329,176949.07423443935
4820,143762.18743576194
10896,164528.39252467488
13416,115407.13430794522
2701,227383.87183333968
11265,338396.1465993939
9189,274990.1977643198
1858,174328.9960091023
14536,236070.35348024312
6199,316382.5598130821
14730,150339.03697871254
7510,247180.71207157496
15505,165090.21082879155
7446,198822.62079493093
14016,196894.8721856007
14113,110671.56114461178
8721,274608.7564840908
6193,315166.61060251034
5717,176132.59362260666
5427,322485.33130020933
9520,461811.572652035
6869,100060.59016136642
1658,153870.13434778684
6639,193362.17810830445
6283,195044.9390272064
6257,126419.33507020945
15235,217061.48018323912
902,258549.65223121754
8932,196791.30001316144
16469,344481.2145452179
2825,265039.9776042674
6450,427143.72668181674
11366,184652.6596380194
3801,309604.74499928433
11385,195353.39465788027
1079,200215.07844674442
3202,242921.60361125355
676,198556.79509288096
6185,275728.0914593014
7730,167631.94968529718
2573,181204.36138902814
10978,214207.19753677616
10962,258140.48285230002
8870,206202.3089816424
8496,179185.96752124926
5517,167738.3783801957
927,184413.61479735936
13675,174225.0390073967
1499,230154.2164919415
15536,318760.583498365
8602,321108.2098142998
12137,437608.6110340522
9865,249853.54143001098
16353,289940.2152476328
15908,222676.1232360046
3944,185666.77415519144
10359,207480.92382957254
15158,227331.49883817523
3259,246273.5424719722
7220,323229.08870205464
13843,216723.95040265872
16736,183219.48956976607
702,242690.64199233454
16401,132049.71514232544
12134,183511.92317643185
6918,205089.5493053248
11792,144826.91397290767
3798,142805.52272202805
10395,128886.23431734269
11099,123044.57731349707
7090,226333.44034942656
11260,202795.03196324778
9647,208189.52858806617
2903,345144.0326625378
2071,188742.10016804162
8604,204722.99242833653
9346,218857.4147275279
3945,216986.97813867897
3420,133883.63381936855
10842,128069.76866804795
725,158589.62554275943
13931,207402.04483865947
16330,240972.61136424934
9066,426076.62868846866
3326,316903.8447222679
1556,273286.13197624637
6579,102992.31917239014
13877,148970.44434605126
9857,337706.10331019585
7302,265478.2353396227
5684,180552.05034385796
6513,233317.30474625944
11342,108775.85275239726
16561,224765.67366998032
6885,175798.5726259039
9308,181218.812364967
2559,175201.59572154743
6648,181633.93867414957
15260,171091.53918425276
5113,186764.40412729894
16492,191911.2840703006
12034,295617.4207501806
7248,206900.4679645168
2171,205862.88935046387
10594,165147.8040557935
13241,178171.22656490686
7032,146413.49249009797
4884,160508.9869597661
903,231550.47790750608
162,164238.94598033786
6566,220601.38126702045
8249,133999.53606832377
13106,197151.77690961518
256,127502.36295068759
7976,166879.64865733052
8575,163928.9501900535
7591,321872.14228155115
3204,217839.5074549359
15804,186330.76499334624
1525,323720.15925899066
9038,208757.95366410335
13628,204737.66703674733
10016,209504.316680792
10208,223770.17381409268
2008,196962.0701741115
13029,203416.9346910687
5099,126196.20754856535
9923,308535.12448444054
9461,148771.59356452228
11086,177069.70065386526
15057,250387.14732366774
10689,173589.69604050784
2053,242983.3776609708
16630,213648.5262270372
4985,167923.0153451235
13881,274420.6005115172
13225,194522.21790830063
5779,70275.08979738831
10262,183387.96339309652
10762,231145.11804702293
9513,201781.28201544343
11128,169530.45548924358
2074,304999.1390057456
933,207357.98620820863
2780,181133.08200029423
6594,118396.04520010896
15394,317471.6341824896
14863,126086.01694820632
6698,213635.03883528936
1611,336625.75173817895
174,194584.20359744257
5160,227195.34045561543
3295,340444.5924751672
4559,384625.8983011847
8254,180596.02109404746
10228,100001.26451640733
13924,130210.78580832313
15341,238923.138007226
4353,177429.31595188857
4334,70964.53949951867
1872,156957.42640796004
7823,181368.59025492298
310,144419.87933745008
3704,243369.53206006647
11615,264835.4741279405
6605,202461.30375284154
3381,178714.71305460084
2143,144026.16068495705
3191,259602.8139410549
13980,136308.33677655342
15613,163713.84311734213
10943,264552.29375946935
9654,146871.67018013416
16053,499339.6931425475
14931,219406.53938811895
8299,206117.50732965826
2147,173558.97566875533
11567,430516.2353249816
5905,137693.60308802294
11160,111127.99295650958
8275,150467.47743948302
16398,296607.9600701229
11229,183117.70732731678
10309,165368.46643004662
7340,279453.3068852596
7653,152977.376937634
272,206620.33506561385
9831,228365.4481152786
5016,125182.71974071552
5968,67127.9643365004
796,252580.98167160532
12123,134191.18001216766
16629,197511.60288450203
2637,166443.0515970189
6194,220150.52237447232
6216,261078.48512469535
14346,173771.6643496679
6428,130916.69444595264
2891,238063.84314775368
84,186140.33795043733
9260,205336.37522234712
15250,138386.2280626265
2348,198542.70310529362
10427,278973.60588901205
13230,255154.99987928738
1691,176071.03826326958
8803,136521.8609439836
5464,213081.01581954944
10559,112936.68323894883
16787,314889.19327788486
4278,167057.85209756845
6183,169056.1723972102
12775,164198.1165849043
10104,172611.63497403526
13663,188695.59206106723
9404,262586.2005122529
14724,209839.00032447785
10040,176778.32018839914
4646,183398.8866638132
4754,159614.73799118554
3310,215769.53752358703
2003,193031.8416232588
7312,177161.64980965262
10921,222703.23861121532
13419,282054.0610351901
10105,159764.97120243555
2196,362132.6803797588
12659,238655.43556202063
4380,230143.10254333878
10847,142890.0829394818
10805,273185.3041798467
8709,94184.03897113218
8319,183519.65753390975
2215,176757.9665160111
7000,192527.00285733535
7701,105698.98122227182
9678,195875.8636746858
14026,189075.9547321822
7971,177704.71894579817
13734,152087.14139105545
16483,186400.41241989384
6150,213115.82591728683
2931,288711.0233673663
5418,187174.2606447174
1662,564930.4995322686
2441,215015.66215418733
669,148095.20139887597
7734,167822.89694255494
6010,241688.22495186693
266,145826.1993015615
632,139010.80032542968
16221,107383.40512602027
11832,173705.5969902774
5035,139308.18992690148
37,111757.47615208177
6168,174306.80458921744
11757,177853.41372381194
8086,129548.56473129534
6529,215922.48252785107
15121,194590.96309287963
13904,146377.00651606108
3711,166482.4410065681
16563,125788.21304370063
14494,173074.50364197907
3006,211685.01869725867
15299,133459.02751234325
92,291986.5935846863
8066,174860.87846707358
16071,204327.05498441993
10662,129806.2156436943
3883,218680.27461824164
5511,126183.95476646039
2821,272161.8849823326
9570,190089.01792620972
4326,248573.61961014057
9251,234827.0860558198
9031,165641.72696358638
12689,183359.80917172437
16380,276608.49170540465
1053,244973.58711562568
4568,200230.34212032502
16140,111356.43983266263
14356,398127.5215631825
8466,182627.84022661
15652,142024.15884886764
3285,118220.98983777073
3198,164849.5343574906
14088,424969.10750337515
2268,131996.1479884827
15472,194251.02594876636
1203,244651.94640319725
7157,350583.08405251655
6886,208283.1213560866
5083,241609.29395917946
7467,112288.00972636946
14068,206780.1249418605
2080,175923.4693092789
10865,146096.9297801911
13516,182371.33244311716
14150,210535.29433871713
7609,104512.6468708357
2144,309098.3798729423
10357,192935.68802086342
2396,258766.38718648875
1526,260306.83389388974
10890,234320.94189865564
8638,370834.05103314307
6050,231279.39847483725
7639,99782.47753837041
10544,190351.74938911494
9577,254873.30695469145
13195,213770.45288040317
3484,199945.07040043946
16668,370281.8591732686
7171,184473.05269882086
8547,210676.33742465175
12735,218989.3598763078
9093,194054.735154249
15323,310867.42547589866
14897,145226.18754760426
5135,141401.81768025158
5327,218262.6138859861
13133,266475.40169464017
1676,297132.03089274367
16296,285516.1684686018
1095,145501.57188199603
12528,152618.46062352593
7348,269365.45227188256
11663,166355.29046802636
1803,215880.46536612738
1510,250411.2568043715
16045,196777.51325440785
2900,149731.88666666375
3236,191918.92967382062
1318,219410.7725732844
14948,218372.2094732817
7840,311871.0483253949
15325,173218.84871091135
8700,136974.58206814612
15706,200494.35829275855
14449,151122.79728941602
16117,175901.93070618177
4529,173949.9602450493
11199,196580.23133057187
4052,305380.47636640427
821,212624.79112816154
68,272283.5905530958
554,139133.8411678763
452,185387.7509297252
11394,332342.82408548717
11393,168970.75264459205
9535,165988.7445736715
4024,182534.81120351257
10069,193573.6744847958
12007,158875.56259677093
12368,408139.3756142786
1259,338719.5004081609
1124,289120.3088316176
3707,185720.69996303128
8767,164125.25388783362
1919,160110.0311998177
16741,150887.52228627226
6664,286508.5517172087
5688,343910.85597392597
7799,152405.31943737064
14843,387402.63243537414
7532,159493.23700352164
8133,166079.9975231428
6264,326028.1228757512
4125,167057.82859423733
2410,162115.14157639336
13607,204669.14703100163
1716,266305.2852733746
1370,139635.79315352617
2273,338941.7184025363
15298,322641.5340684617
4284,260849.497698298
12303,146978.5197036002
7808,141720.33748512622
2203,145264.65189221827
7237,131960.57975800644
15864,151619.86622919326
2844,156928.23134889334
5729,157716.26087971692
11812,465495.15267115354
1779,138061.60768815153
6442,140938.25532922067
6160,212637.29057866934
8266,196125.3551224292
9903,159623.38534823016
2867,139131.13770437034
6998,178726.76545771473
13932,173552.30747409194
12587,164107.3426558927
3611,241307.870463292
2646,290498.67579307174
1890,166399.89307727345
860,255496.56064097182
14187,200980.47981308735
12569,269638.78335085936
1276,87083.70741104898
12025,232478.40932804803
4890,338427.8331111501
14410,275604.8101037911
10352,243018.32850267188
11407,213332.11460819023
10384,172500.45414521996
7622,268904.36094339885
12578,168929.67418097676
15820,188153.13448261714
563,192510.59558671922
15226,174326.20262307397
6396,213334.1671723846
6247,146565.44619369713
3339,158352.10832461625
10975,293511.9072931905
7475,104122.2119526445
11129,222735.1979932335
3051,257216.1339457657
10232,230739.09014345138
14106,184795.75627757024
5502,226040.12028745175
4558,69782.47680977375
4181,144930.00516871575
8426,126172.94476591927
6611,155397.06581956064
14641,148099.77713856703
15539,268420.5389903474
13119,147464.19942142197
11716,181721.91821265582
7316,246701.61965454902
7791,114371.84141512938
13034,306881.9209757394
1068,310952.54760250775
4060,177165.24128303755
10172,220133.62429925165
2591,184294.21477757188
12494,339783.23047821666
7828,393395.6234608293
15284,169283.40333671912
7947,174480.13756818874
16335,218903.85225425384
10234,341492.07862041297
2797,260062.193888806
5341,243238.23237451736
3059,260620.17169012592
1559,70822.09446090159
15320,252015.5514250658
10284,372011.13739015005
4134,217978.78659522653
4481,227019.3395392932
7222,170031.98850742087
4062,215635.8240381558
2192,179319.31126610807
9637,182431.75964634685
16236,168956.04636859993
4272,161517.12126604875
9406,280707.1781113571
14309,209872.4516538587
1946,305311.91535558284
16235,241802.82332576215
7146,176374.7714203742
16784,237847.5957174257
349,326717.8071550905
6251,170397.10426001286
5128,334522.78266517265
11718,182373.7350136808
16721,84386.1727026518
12517,228730.39476210639
15961,202930.5451130102
9428,156935.43982119267
14541,150173.4468455837
10168,111339.64747069034
11270,169485.358907909
13210,200740.87387682954
11518,171288.70284578638
12612,178772.1785859686
16352,107758.93789823807
9935,156683.28131730732
15521,348292.8509588906
11482,189991.7515179988
11443,159988.3481417498
9459,248126.3471286242
9218,176538.13479864848
854,141348.46514428154
5619,134464.15941538085
9208,184033.7247755211
4391,152210.65401737802
15207,154550.27831927614
7183,185254.74493866845
16442,218574.2160790724
7936,88601.01988349426
10606,299922.6961927028
4979,154155.26979197518
4854,257626.4943128605
16476,128267.39287292089
10516,168660.08998220856
16261,280828.356603825
90,293855.87740585534
5433,176708.62491555454
14338,140147.55835186344
13487,215374.42407112598
8211,464200.9702986003
170,159264.02293065572
14051,107413.6288546609
10686,193355.12689450884
7595,320923.4212561336
6777,321087.57762670843
14661,179627.53569490078
13991,312515.2497725869
16795,177404.71665527613
2740,142946.46822421267
7368,399495.3423686675
2413,245853.5582412506
1852,482309.7640798064
15200,321280.6783548417
8467,319652.49150905054
16379,291440.7742641354
3375,178987.36633899825
5945,420860.41691542906
2641,182960.5749519877
2837,288437.91202731046
3498,213018.74149040758
10876,153156.82329480522
1285,219201.99091357234
9285,240996.02407796725
4015,333853.24113455624
2526,181769.4100477037
7814,253751.27286853606
7117,234304.46269965376
12359,126473.55937085902
3303,269663.14517022803
13874,188036.94436186465
5484,189736.3232992732
15067,150349.189648686
12639,225750.453954447
3388,216767.0607886115
4256,201728.73181837043
15738,172668.85919399615
14049,165857.94542875112
15780,188625.50447808384
9564,176835.66154067454
11910,205332.75719847964
11315,194557.1107036883
1733,145168.24547472398
3910,339311.7073858155
7552,464401.7282294662
254,193265.39644089885
5222,223328.2162022406
8314,235707.49186057725
16743,218735.90081790142
10335,104388.53159345473
8226,279079.8571117035
12254,230985.80296026677
13152,194365.13494635557
15020,212112.3874411949
16349,233965.07263802737
11924,160453.67068332672
12543,188398.5176028383
14114,223404.84970919965
12318,246494.82478842096
15383,190093.68132937571
6679,200833.07931817387
635,184470.19280668002
15993,337828.1962639452
11375,178556.93378572632
11216,181041.28618883764
15401,219933.2254034895
11301,161654.84020074777
13804,251894.9976351269
10839,189762.43506709032
1588,333132.36585314653
3596,202008.12470639814
5816,184919.08173210928
8099,145593.50551829443
6551,191324.40359843514
14075,356772.73172261886
13431,207996.81138179786
9481,330875.08773858775
5295,145178.38636050557
15859,333373.5718588147
10634,329180.5954653804
444,218866.44628551786
11686,254171.7168244874
1213,211071.12863962958
13970,164349.1244263073
6849,414068.4274047171
9911,235732.07287232127
5649,163780.64319912824
7184,147203.3494799123
5877,278619.94638523407
1655,203726.36132892975
15301,214187.28837579224
12389,259026.82491732755
5241,274551.7746070055
7048,147722.36331277902
10574,131577.0638621228
8593,150613.06572195143
4752,182948.48079743737
14663,165154.57155835102
10994,207225.7233446861
87,78350.48476505768
5132,126797.872294292
6372,392883.6908889685
7411,294752.8814671138
3319,239286.91889966815
9355,132393.0677621285
5139,281869.0418350936
56,301714.13845109136
3249,184725.9400282386
5047,82749.34439085981
13238,327333.8531253016
2190,287573.5281155188
15599,175167.3848461968
6542,166394.326259945
1968,198776.42803977936
5630,161904.50603291436
9157,248164.51505690074
789,170157.54299549726
1413,283485.67750872654
12514,244215.41740345815
13459,144326.655654836
1345,246000.988015954
4034,212229.85917091323
15169,145042.7310505631
6770,243717.4171571878
3334,171050.5797748341
12998,200916.14787864007
15870,216369.09253567722
1871,167313.91778509918
5770,186560.15989218932
13196,107708.09039256413
7633,199152.01495000633
10699,208272.2458140038
15470,206641.35048125233
1903,519692.5462435339
13860,251140.89992360017
7649,162159.72524696548
11043,155426.8015356007
2922,222379.02835349
7538,255698.62522089016
9477,113902.93178947983
117,370052.8397023786
1457,252590.8668286847
7082,172226.53633735285
3053,263063.7425447159
12522,119052.6811920582
5744,491676.92045964825
13566,420741.3493922236
1464,136722.88295874363
3852,109710.17430549102
9557,240868.8188227501
14719,413734.702582132
13978,118841.98393911576
3286,155813.24525081593
13019,362187.6409353964
1421,128507.80874460441
13502,175885.20423958544
14811,126986.47663034931
9297,242597.1643050999
7749,378173.595934878
16555,142335.99049019866
14576,185468.22315564973
12766,167150.70943132995
4679,147860.3234517467
10033,195748.26687127323
11231,344143.4860214348
15112,148548.31146961462
10617,183074.84380317558
2175,170123.25454439205
16502,406167.46237401996
10106,188585.64603531684
12561,154062.53443918974
15907,312892.6657733589
8069,120894.17009424973
8316,128086.61384939266
12343,241808.9558809955
